Manufacturer,Type,Cost,Power
Alpha___Omega_Semiconductor_Inc,Metal_Oxide,0.30015,5.5
Panasonic_Electronic_Components,Metal_Oxide,0.30191,0.54
Panasonic_Electronic_Components,Metal_Oxide,?,0.54
Panasonic_Electronic_Components,Metal_Oxide,?,0.54
Alpha___Omega_Semiconductor_Inc,Metal_Oxide,0.30375,3.1
Alpha___Omega_Semiconductor_Inc,Metal_Oxide,0.30375,3.1
Alpha___Omega_Semiconductor_Inc,Metal_Oxide,?,3.1
Alpha___Omega_Semiconductor_Inc,Metal_Oxide,?,3.1
IXYS_Integrated_Circuits_Division,Metal_Oxide,0.304,1.1
Alpha___Omega_Semiconductor_Inc,Metal_Oxide,0.3045,3.1
Alpha___Omega_Semiconductor_Inc,Metal_Oxide,?,3.1
Alpha___Omega_Semiconductor_Inc,Metal_Oxide,?,3.1
Alpha___Omega_Semiconductor_Inc,Metal_Oxide,0.3045,2.5
Alpha___Omega_Semiconductor_Inc,Metal_Oxide,?,2.5
Alpha___Omega_Semiconductor_Inc,Metal_Oxide,?,2.5
Alpha___Omega_Semiconductor_Inc,Metal_Oxide,0.3045,83
Diodes_Incorporated,Metal_Oxide,0.3045,2.3
Diodes_Incorporated,Metal_Oxide,0.87,2.3
Diodes_Incorporated,Metal_Oxide,?,2.3
Diodes_Incorporated,Metal_Oxide,0.3045,2.3
Diodes_Incorporated,Metal_Oxide,0.87,2.3
Diodes_Incorporated,Metal_Oxide,?,2.3
International_Rectifier,Metal_Oxide,0.306,2.5
International_Rectifier,Metal_Oxide,?,2.5
International_Rectifier,Metal_Oxide,?,2.5
International_Rectifier,Metal_Oxide,0.306,2.5
Alpha___Omega_Semiconductor_Inc,Metal_Oxide,0.30885,2.5
Alpha___Omega_Semiconductor_Inc,Metal_Oxide,?,2.5
Alpha___Omega_Semiconductor_Inc,Metal_Oxide,?,2.5
International_Rectifier,Metal_Oxide,0.31027,1
Toshiba_Semiconductor_and_Storage,Metal_Oxide,0.3105,30
Toshiba_Semiconductor_and_Storage,Metal_Oxide,?,30
Toshiba_Semiconductor_and_Storage,Metal_Oxide,?,30
International_Rectifier,Metal_Oxide,0.31059,1
Alpha___Omega_Semiconductor_Inc,Metal_Oxide,0.31175,2.5
International_Rectifier,Metal_Oxide,0.31671,45
Toshiba_Semiconductor_and_Storage,Metal_Oxide,0.31755,60
Alpha___Omega_Semiconductor_Inc,Metal_Oxide,0.319,3.1
Alpha___Omega_Semiconductor_Inc,Metal_Oxide,?,3.1
Alpha___Omega_Semiconductor_Inc,Metal_Oxide,?,3.1
Alpha___Omega_Semiconductor_Inc,Metal_Oxide,0.319,2.5
International_Rectifier,Metal_Oxide,0.31977,45
International_Rectifier,Metal_Oxide,0.31977,45
Toshiba_Semiconductor_and_Storage,Metal_Oxide,0.32045,19
Toshiba_Semiconductor_and_Storage,Metal_Oxide,?,19
Toshiba_Semiconductor_and_Storage,Metal_Oxide,?,19
Toshiba_Semiconductor_and_Storage,Metal_Oxide,0.3219,?
Alpha___Omega_Semiconductor_Inc,Metal_Oxide,0.324,3.1
Alpha___Omega_Semiconductor_Inc,Metal_Oxide,?,3.1
Alpha___Omega_Semiconductor_Inc,Metal_Oxide,?,3.1
Global_Power_Technologies_Group,Metal_Oxide,0.324,52
Global_Power_Technologies_Group,Metal_Oxide,0.324,52
Global_Power_Technologies_Group,Metal_Oxide,0.324,52
Global_Power_Technologies_Group,Metal_Oxide,0.324,52
Alpha___Omega_Semiconductor_Inc,Metal_Oxide,0.32625,2.1
Alpha___Omega_Semiconductor_Inc,Metal_Oxide,0.32625,2
Alpha___Omega_Semiconductor_Inc,Metal_Oxide,0.32625,178
Alpha___Omega_Semiconductor_Inc,Metal_Oxide,0.32625,178
NXP_Semiconductors,Metal_Oxide,0.56224,167
NXP_Semiconductors,Metal_Oxide,1.45,167
NXP_Semiconductors,Metal_Oxide,?,167
Rohm_Semiconductor,Metal_Oxide,0.567,3
Rohm_Semiconductor,Metal_Oxide,1.46,3
Rohm_Semiconductor,Metal_Oxide,?,3
NXP_Semiconductors,Metal_Oxide,0.57304,98
NXP_Semiconductors,Metal_Oxide,1.25,98
NXP_Semiconductors,Metal_Oxide,?,98
Vishay_Siliconix,Metal_Oxide,0.574,69
Vishay_Siliconix,Metal_Oxide,1.48,69
Vishay_Siliconix,Metal_Oxide,?,69
Microchip_Technology,Metal_Oxide,0.36,0.36
Microchip_Technology,Metal_Oxide,0.58,0.36
Microchip_Technology,Metal_Oxide,?,0.36
Vishay_Siliconix,Metal_Oxide,0.5866,1.5
Vishay_Siliconix,Metal_Oxide,1.51,1.5
Vishay_Siliconix,Metal_Oxide,?,1.5
Vishay_Siliconix,Metal_Oxide,0.5866,1.5
Vishay_Siliconix,Metal_Oxide,1.51,1.5
Vishay_Siliconix,Metal_Oxide,?,1.5
Diodes_Incorporated,Metal_Oxide,0.186,1.54
Diodes_Incorporated,Metal_Oxide,0.59,1.54
Diodes_Incorporated,Metal_Oxide,?,1.54
Diodes_Incorporated,Metal_Oxide,0.14438,0.89
Diodes_Incorporated,Metal_Oxide,0.59,0.89
Diodes_Incorporated,Metal_Oxide,?,0.89
ON_Semiconductor,Metal_Oxide,0.186,0.7
ON_Semiconductor,Metal_Oxide,0.59,0.7
ON_Semiconductor,Metal_Oxide,?,0.7
STMicroelectronics,Metal_Oxide,0.594,50
STMicroelectronics,Metal_Oxide,1.56,50
STMicroelectronics,Metal_Oxide,?,50
STMicroelectronics,Metal_Oxide,0.2814,50
STMicroelectronics,Metal_Oxide,0.598,38
STMicroelectronics,Metal_Oxide,1.57,38
STMicroelectronics,Metal_Oxide,?,38
Vishay_Siliconix,Metal_Oxide,0.6034,5.9
Vishay_Siliconix,Metal_Oxide,1.56,5.9
Vishay_Siliconix,Metal_Oxide,?,5.9
STMicroelectronics,Metal_Oxide,0.605,60
STMicroelectronics,Metal_Oxide,2.05,60
STMicroelectronics,Metal_Oxide,?,60
ON_Semiconductor,Metal_Oxide,0.6118,70
ON_Semiconductor,Metal_Oxide,2.78,70
ON_Semiconductor,Metal_Oxide,?,70
Vishay_Siliconix,Metal_Oxide,0.616,52
Vishay_Siliconix,Metal_Oxide,1.59,52
Vishay_Siliconix,Metal_Oxide,?,52
Diodes_Incorporated,Metal_Oxide,0.1953,1
Diodes_Incorporated,Metal_Oxide,0.62,1
Diodes_Incorporated,Metal_Oxide,?,1
NXP_Semiconductors,Metal_Oxide,0.19685,1.7
NXP_Semiconductors,Metal_Oxide,0.62,1.7
NXP_Semiconductors,Metal_Oxide,?,1.7
Vishay_Siliconix,Metal_Oxide,0.6202,1.9
Vishay_Siliconix,Metal_Oxide,1.6,1.9
Vishay_Siliconix,Metal_Oxide,?,1.9
International_Rectifier,Metal_Oxide,0.17136,2.6
International_Rectifier,Metal_Oxide,0.63,2.6
International_Rectifier,Metal_Oxide,?,2.6
Alpha___Omega_Semiconductor_Inc,Metal_Oxide,0.2233,5
Alpha___Omega_Semiconductor_Inc,Metal_Oxide,0.63,5
Alpha___Omega_Semiconductor_Inc,Metal_Oxide,?,5
Alpha___Omega_Semiconductor_Inc,Metal_Oxide,0.1984,52
Alpha___Omega_Semiconductor_Inc,Metal_Oxide,0.63,52
Alpha___Omega_Semiconductor_Inc,Metal_Oxide,?,52
Infineon_Technologies,Metal_Oxide,0.63238,63
Infineon_Technologies,Metal_Oxide,1.63,63
Infineon_Technologies,Metal_Oxide,?,63
NXP_Semiconductors,Metal_Oxide,0.64375,106
NXP_Semiconductors,Metal_Oxide,1.4,106
NXP_Semiconductors,Metal_Oxide,?,106
International_Rectifier,Metal_Oxide,0.64416,3.6
International_Rectifier,Metal_Oxide,1.98,3.6
International_Rectifier,Metal_Oxide,?,3.6
NXP_Semiconductors,Metal_Oxide,0.64428,158
NXP_Semiconductors,Metal_Oxide,1.66,158
NXP_Semiconductors,Metal_Oxide,?,158
Infineon_Technologies,Metal_Oxide,0.6492,107
Infineon_Technologies,Metal_Oxide,1.56,107
Infineon_Technologies,Metal_Oxide,?,107
Infineon_Technologies,Metal_Oxide,0.65,18
NXP_Semiconductors,Metal_Oxide,0.65039,118
NXP_Semiconductors,Metal_Oxide,1.41,118
NXP_Semiconductors,Metal_Oxide,?,118
NXP_Semiconductors,Metal_Oxide,0.65282,167
NXP_Semiconductors,Metal_Oxide,1.68,167
NXP_Semiconductors,Metal_Oxide,?,167
Alpha___Omega_Semiconductor_Inc,Metal_Oxide,0.19575,3.1
Alpha___Omega_Semiconductor_Inc,Metal_Oxide,0.66,3.1
Alpha___Omega_Semiconductor_Inc,Metal_Oxide,?,3.1
IXYS_Integrated_Circuits_Division,Metal_Oxide,0.186,0.4
IXYS_Integrated_Circuits_Division,Metal_Oxide,0.66,0.4
IXYS_Integrated_Circuits_Division,Metal_Oxide,?,0.4
ON_Semiconductor,Metal_Oxide,0.20925,1.3
ON_Semiconductor,Metal_Oxide,0.66,1.3
ON_Semiconductor,Metal_Oxide,?,1.3
Infineon_Technologies,Metal_Oxide,0.66144,69
Infineon_Technologies,Metal_Oxide,1.62,69
Infineon_Technologies,Metal_Oxide,?,69
NXP_Semiconductors,Metal_Oxide,0.66384,137
NXP_Semiconductors,Metal_Oxide,1.44,137
NXP_Semiconductors,Metal_Oxide,?,137
International_Rectifier,Metal_Oxide,0.66555,3
International_Rectifier,Metal_Oxide,1.96,3
International_Rectifier,Metal_Oxide,?,3
Vishay_Siliconix,Metal_Oxide,0.2349,6.25
Vishay_Siliconix,Metal_Oxide,0.67,6.25
Vishay_Siliconix,Metal_Oxide,?,6.25
Infineon_Technologies,Metal_Oxide,0.67743,1.79
Infineon_Technologies,Metal_Oxide,1.6,1.79
Infineon_Technologies,Metal_Oxide,?,1.79
Vishay_Siliconix,Metal_Oxide,0.23925,1.1
Vishay_Siliconix,Metal_Oxide,0.68,1.1
Vishay_Siliconix,Metal_Oxide,?,1.1
Infineon_Technologies,Metal_Oxide,0.68595,63
Infineon_Technologies,Metal_Oxide,1.65,63
Infineon_Technologies,Metal_Oxide,?,63
NXP_Semiconductors,Metal_Oxide,0.68924,148
NXP_Semiconductors,Metal_Oxide,1.5,148
NXP_Semiconductors,Metal_Oxide,?,148
International_Rectifier,Metal_Oxide,0.18666,2.8
International_Rectifier,Metal_Oxide,0.69,2.8
International_Rectifier,Metal_Oxide,?,2.8
Alpha___Omega_Semiconductor_Inc,Metal_Oxide,0.69,6.2
Vishay_Siliconix,Metal_Oxide,0.2436,3.1
Vishay_Siliconix,Metal_Oxide,0.69,3.1
Vishay_Siliconix,Metal_Oxide,?,3.1
NXP_Semiconductors,Metal_Oxide,0.6942,105
NXP_Semiconductors,Metal_Oxide,1.67,105
NXP_Semiconductors,Metal_Oxide,?,105
STMicroelectronics,Metal_Oxide,0.695,100
STMicroelectronics,Metal_Oxide,1.59,100
STMicroelectronics,Metal_Oxide,?,100
ON_Semiconductor,Metal_Oxide,0.22289,1.5
ON_Semiconductor,Metal_Oxide,0.7,1.5
ON_Semiconductor,Metal_Oxide,?,1.5
Microchip_Technology,Metal_Oxide,0.44,0.36
Microchip_Technology,Metal_Oxide,0.7,0.36
Microchip_Technology,Metal_Oxide,?,0.36
Alpha___Omega_Semiconductor_Inc,Metal_Oxide,0.22165,5
Alpha___Omega_Semiconductor_Inc,Metal_Oxide,0.7,5
Alpha___Omega_Semiconductor_Inc,Metal_Oxide,?,5
Rohm_Semiconductor,Metal_Oxide,0.2465,0.54
Rohm_Semiconductor,Metal_Oxide,0.7,0.54
Rohm_Semiconductor,Metal_Oxide,?,0.54
ON_Semiconductor,Metal_Oxide,0.22289,1.6
ON_Semiconductor,Metal_Oxide,0.7,1.6
ON_Semiconductor,Metal_Oxide,?,1.6
Vishay_Siliconix,Metal_Oxide,0.2465,2.78
Vishay_Siliconix,Metal_Oxide,0.7,2.78
Vishay_Siliconix,Metal_Oxide,?,2.78
Rohm_Semiconductor,Metal_Oxide,0.24766,2
Rohm_Semiconductor,Metal_Oxide,0.7,2
Rohm_Semiconductor,Metal_Oxide,?,2
NXP_Semiconductors,Metal_Oxide,0.70584,107
NXP_Semiconductors,Metal_Oxide,1.53,107
NXP_Semiconductors,Metal_Oxide,?,107
Alpha___Omega_Semiconductor_Inc,Metal_Oxide,0.21025,5
Alpha___Omega_Semiconductor_Inc,Metal_Oxide,0.71,5
Alpha___Omega_Semiconductor_Inc,Metal_Oxide,?,5
Fairchild_Semiconductor,Metal_Oxide,0.71158,115
Fairchild_Semiconductor,Metal_Oxide,1.68,115
Fairchild_Semiconductor,Metal_Oxide,?,115
Vishay_Siliconix,Metal_Oxide,0.7155,48
Vishay_Siliconix,Metal_Oxide,1.69,48
Vishay_Siliconix,Metal_Oxide,?,48
NXP_Semiconductors,Metal_Oxide,0.24905,37
NXP_Semiconductors,Metal_Oxide,0.72,37
NXP_Semiconductors,Metal_Oxide,?,37
Infineon_Technologies,Metal_Oxide,0.72198,1.6
Infineon_Technologies,Metal_Oxide,1.71,1.6
Infineon_Technologies,Metal_Oxide,?,1.6
Infineon_Technologies,Metal_Oxide,0.72375,50
Infineon_Technologies,Metal_Oxide,1.74,50
Infineon_Technologies,Metal_Oxide,?,50
Rohm_Semiconductor,Metal_Oxide,0.72698,3
Rohm_Semiconductor,Metal_Oxide,1.72,3
Rohm_Semiconductor,Metal_Oxide,?,3
Vishay_Siliconix,Metal_Oxide,0.72765,83
Vishay_Siliconix,Metal_Oxide,1.72,83
Vishay_Siliconix,Metal_Oxide,?,83
Fairchild_Semiconductor,Metal_Oxide,0.729,2.5
Fairchild_Semiconductor,Metal_Oxide,1.72,2.5
Fairchild_Semiconductor,Metal_Oxide,?,2.5
Alpha___Omega_Semiconductor_Inc,Metal_Oxide,0.2403,4.2
Alpha___Omega_Semiconductor_Inc,Metal_Oxide,0.73,4.2
Alpha___Omega_Semiconductor_Inc,Metal_Oxide,?,4.2
STMicroelectronics,Metal_Oxide,0.248,2.5
STMicroelectronics,Metal_Oxide,0.73,2.5
STMicroelectronics,Metal_Oxide,?,2.5
Rohm_Semiconductor,Metal_Oxide,0.23002,2
Rohm_Semiconductor,Metal_Oxide,0.73,2
Rohm_Semiconductor,Metal_Oxide,?,2
Central_Semiconductor_Corp,Metal_Oxide,0.29,0.35
Central_Semiconductor_Corp,Metal_Oxide,0.74,0.35
Central_Semiconductor_Corp,Metal_Oxide,?,0.35
Central_Semiconductor_Corp,Metal_Oxide,0.29,0.35
Central_Semiconductor_Corp,Metal_Oxide,0.74,0.35
Central_Semiconductor_Corp,Metal_Oxide,?,0.35
ON_Semiconductor,Metal_Oxide,0.74,57
Central_Semiconductor_Corp,Metal_Oxide,0.29,0.35
Central_Semiconductor_Corp,Metal_Oxide,0.74,0.35
Central_Semiconductor_Corp,Metal_Oxide,?,0.35
ON_Semiconductor,Metal_Oxide,0.261,0.79
ON_Semiconductor,Metal_Oxide,0.74,0.79
ON_Semiconductor,Metal_Oxide,?,0.79
Infineon_Technologies,Metal_Oxide,0.74675,62.5
Infineon_Technologies,Metal_Oxide,1.64,62.5
Infineon_Technologies,Metal_Oxide,?,62.5
Alpha___Omega_Semiconductor_Inc,Metal_Oxide,0.2639,5
Alpha___Omega_Semiconductor_Inc,Metal_Oxide,0.75,5
Alpha___Omega_Semiconductor_Inc,Metal_Oxide,?,5
NXP_Semiconductors,Metal_Oxide,0.7563,138
NXP_Semiconductors,Metal_Oxide,1.64,138
NXP_Semiconductors,Metal_Oxide,?,138
International_Rectifier,Metal_Oxide,0.20655,2.7
International_Rectifier,Metal_Oxide,0.76,2.7
International_Rectifier,Metal_Oxide,?,2.7
Microchip_Technology,Metal_Oxide,0.48,0.36
Microchip_Technology,Metal_Oxide,0.76,0.36
Microchip_Technology,Metal_Oxide,?,0.36
Fairchild_Semiconductor,Metal_Oxide,0.26912,0.7
Fairchild_Semiconductor,Metal_Oxide,0.76,0.7
Fairchild_Semiconductor,Metal_Oxide,?,0.7
ON_Semiconductor,Metal_Oxide,0.2668,57
ON_Semiconductor,Metal_Oxide,0.76,57
ON_Semiconductor,Metal_Oxide,?,57
Fairchild_Semiconductor,Metal_Oxide,0.26869,0.7
Fairchild_Semiconductor,Metal_Oxide,0.76,0.7
Fairchild_Semiconductor,Metal_Oxide,?,0.7
NXP_Semiconductors,Metal_Oxide,0.7641,170
NXP_Semiconductors,Metal_Oxide,1.66,170
NXP_Semiconductors,Metal_Oxide,?,170
International_Rectifier,Metal_Oxide,0.20961,3
International_Rectifier,Metal_Oxide,0.77,3
International_Rectifier,Metal_Oxide,?,3
Vishay_Siliconix,Metal_Oxide,0.77625,1.6
Vishay_Siliconix,Metal_Oxide,1.83,1.6
Vishay_Siliconix,Metal_Oxide,?,1.6
Fairchild_Semiconductor,Metal_Oxide,0.77814,153
Fairchild_Semiconductor,Metal_Oxide,1.84,153
Fairchild_Semiconductor,Metal_Oxide,?,153
Alpha___Omega_Semiconductor_Inc,Metal_Oxide,0.79,2.5
STMicroelectronics,Metal_Oxide,0.791,90
STMicroelectronics,Metal_Oxide,1.81,90
STMicroelectronics,Metal_Oxide,?,90
NXP_Semiconductors,Metal_Oxide,0.79133,157
NXP_Semiconductors,Metal_Oxide,1.72,157
NXP_Semiconductors,Metal_Oxide,?,157
NXP_Semiconductors,Metal_Oxide,0.79933,149
NXP_Semiconductors,Metal_Oxide,1.61,149
NXP_Semiconductors,Metal_Oxide,?,149
Fairchild_Semiconductor,Metal_Oxide,0.28188,2.5
Fairchild_Semiconductor,Metal_Oxide,0.8,2.5
Fairchild_Semiconductor,Metal_Oxide,?,2.5
NXP_Semiconductors,Metal_Oxide,0.80095,157
NXP_Semiconductors,Metal_Oxide,1.74,157
NXP_Semiconductors,Metal_Oxide,?,157
STMicroelectronics,Metal_Oxide,0.807,110
STMicroelectronics,Metal_Oxide,1.72,110
STMicroelectronics,Metal_Oxide,?,110
ON_Semiconductor,Metal_Oxide,0.28681,61
ON_Semiconductor,Metal_Oxide,0.81,61
ON_Semiconductor,Metal_Oxide,?,61
Texas_Instruments,Metal_Oxide,0.11,0.5
Texas_Instruments,Metal_Oxide,0.81,0.5
Texas_Instruments,Metal_Oxide,?,0.5
ON_Semiconductor,Metal_Oxide,0.81,83
NXP_Semiconductors,Metal_Oxide,0.81023,158
NXP_Semiconductors,Metal_Oxide,1.64,158
NXP_Semiconductors,Metal_Oxide,?,158
NXP_Semiconductors,Metal_Oxide,0.81539,182
NXP_Semiconductors,Metal_Oxide,1.77,182
NXP_Semiconductors,Metal_Oxide,?,182
NXP_Semiconductors,Metal_Oxide,0.81539,182
NXP_Semiconductors,Metal_Oxide,1.77,182
NXP_Semiconductors,Metal_Oxide,?,182
Alpha___Omega_Semiconductor_Inc,Metal_Oxide,0.2871,4.1
Alpha___Omega_Semiconductor_Inc,Metal_Oxide,0.82,4.1
Alpha___Omega_Semiconductor_Inc,Metal_Oxide,?,4.1
NXP_Semiconductors,Metal_Oxide,0.32,74
NXP_Semiconductors,Metal_Oxide,0.82,74
NXP_Semiconductors,Metal_Oxide,?,74
Microchip_Technology,Metal_Oxide,0.52,0.36
Microchip_Technology,Metal_Oxide,0.83,0.36
Microchip_Technology,Metal_Oxide,?,0.36
Vishay_Siliconix,Metal_Oxide,0.83266,130
Vishay_Siliconix,Metal_Oxide,1.68,130
Vishay_Siliconix,Metal_Oxide,?,130
ON_Semiconductor,Metal_Oxide,0.83583,120
ON_Semiconductor,Metal_Oxide,1.69,120
ON_Semiconductor,Metal_Oxide,?,120
Central_Semiconductor_Corp,Metal_Oxide,0.39,1.2
Central_Semiconductor_Corp,Metal_Oxide,0.84,1.2
Central_Semiconductor_Corp,Metal_Oxide,?,1.2
NXP_Semiconductors,Metal_Oxide,0.85446,157
NXP_Semiconductors,Metal_Oxide,1.73,157
NXP_Semiconductors,Metal_Oxide,?,157
NXP_Semiconductors,Metal_Oxide,0.85446,157
NXP_Semiconductors,Metal_Oxide,1.73,157
NXP_Semiconductors,Metal_Oxide,?,157
Microchip_Technology,Metal_Oxide,0.86,1.6
Microchip_Technology,Metal_Oxide,1.37,1.6
Microchip_Technology,Metal_Oxide,?,1.6
ON_Semiconductor,Metal_Oxide,0.8671,0.93
ON_Semiconductor,Metal_Oxide,1.91,0.93
ON_Semiconductor,Metal_Oxide,?,0.93
Vishay_Siliconix,Metal_Oxide,0.3045,15.6
Vishay_Siliconix,Metal_Oxide,0.87,15.6
Vishay_Siliconix,Metal_Oxide,?,15.6
Fairchild_Semiconductor,Metal_Oxide,0.30711,2.5
Fairchild_Semiconductor,Metal_Oxide,0.87,2.5
Fairchild_Semiconductor,Metal_Oxide,?,2.5
Diodes_Incorporated,Metal_Oxide,0.336,2
Diodes_Incorporated,Metal_Oxide,0.87,2
Diodes_Incorporated,Metal_Oxide,?,2
ON_Semiconductor,Metal_Oxide,0.3045,1.4
ON_Semiconductor,Metal_Oxide,0.87,1.4
ON_Semiconductor,Metal_Oxide,?,1.4
Vishay_Siliconix,Metal_Oxide,0.88,2.5
IXYS_Integrated_Circuits_Division,Metal_Oxide,0.32,2.5
IXYS_Integrated_Circuits_Division,Metal_Oxide,0.88,2.5
IXYS_Integrated_Circuits_Division,Metal_Oxide,?,2.5
Vishay_Siliconix,Metal_Oxide,0.8883,1.9
Vishay_Siliconix,Metal_Oxide,2.1,1.9
Vishay_Siliconix,Metal_Oxide,?,1.9
Infineon_Technologies,Metal_Oxide,0.89,37
STMicroelectronics,Metal_Oxide,0.893,110
STMicroelectronics,Metal_Oxide,2.05,110
STMicroelectronics,Metal_Oxide,?,110
STMicroelectronics,Metal_Oxide,0.893,110
STMicroelectronics,Metal_Oxide,2.05,110
STMicroelectronics,Metal_Oxide,?,110
Alpha___Omega_Semiconductor_Inc,Metal_Oxide,0.9,2.5
Vishay_Siliconix,Metal_Oxide,0.91,69
Alpha___Omega_Semiconductor_Inc,Metal_Oxide,0.32045,6.2
Alpha___Omega_Semiconductor_Inc,Metal_Oxide,0.91,6.2
Alpha___Omega_Semiconductor_Inc,Metal_Oxide,?,6.2
Infineon_Technologies,Metal_Oxide,0.92,79
International_Rectifier,Metal_Oxide,0.24939,2.7
International_Rectifier,Metal_Oxide,0.92,2.7
International_Rectifier,Metal_Oxide,?,2.7
Vishay_Siliconix,Metal_Oxide,0.92,2.5
STMicroelectronics,Metal_Oxide,0.92,30
STMicroelectronics,Metal_Oxide,0.352,2.5
STMicroelectronics,Metal_Oxide,0.92,2.5
STMicroelectronics,Metal_Oxide,?,2.5
Rohm_Semiconductor,Metal_Oxide,0.32886,2
Rohm_Semiconductor,Metal_Oxide,0.93,2
Rohm_Semiconductor,Metal_Oxide,?,2
ON_Semiconductor,Metal_Oxide,0.93,83
STMicroelectronics,Metal_Oxide,0.931,70
STMicroelectronics,Metal_Oxide,2.14,70
STMicroelectronics,Metal_Oxide,?,70
NXP_Semiconductors,Metal_Oxide,0.93679,203
NXP_Semiconductors,Metal_Oxide,1.89,203
NXP_Semiconductors,Metal_Oxide,?,203
Vishay_Siliconix,Metal_Oxide,0.94,69
Infineon_Technologies,Metal_Oxide,0.94801,83.3
Infineon_Technologies,Metal_Oxide,2.09,83.3
Infineon_Technologies,Metal_Oxide,?,83.3
Vishay_Siliconix,Metal_Oxide,0.3682,37.9
Vishay_Siliconix,Metal_Oxide,0.95,37.9
Vishay_Siliconix,Metal_Oxide,?,37.9
ON_Semiconductor,Metal_Oxide,0.3703,1.88
ON_Semiconductor,Metal_Oxide,0.95,1.88
ON_Semiconductor,Metal_Oxide,?,1.88
Rohm_Semiconductor,Metal_Oxide,0.33785,0.65
Rohm_Semiconductor,Metal_Oxide,0.96,0.65
Rohm_Semiconductor,Metal_Oxide,?,0.65
NXP_Semiconductors,Metal_Oxide,0.9687,234
NXP_Semiconductors,Metal_Oxide,1.96,234
NXP_Semiconductors,Metal_Oxide,?,234
Rohm_Semiconductor,Metal_Oxide,0.9693,0.65
Rohm_Semiconductor,Metal_Oxide,2.29,0.65
Rohm_Semiconductor,Metal_Oxide,?,0.65
Alpha___Omega_Semiconductor_Inc,Metal_Oxide,0.378,4.1
Alpha___Omega_Semiconductor_Inc,Metal_Oxide,0.97,4.1
Alpha___Omega_Semiconductor_Inc,Metal_Oxide,?,4.1
Central_Semiconductor_Corp,Metal_Oxide,0.45,1.2
Central_Semiconductor_Corp,Metal_Oxide,0.97,1.2
Central_Semiconductor_Corp,Metal_Oxide,?,1.2
Infineon_Technologies,Metal_Oxide,0.97034,83
Infineon_Technologies,Metal_Oxide,2.13,83
Infineon_Technologies,Metal_Oxide,?,83
NXP_Semiconductors,Metal_Oxide,0.99,62
Vishay_Siliconix,Metal_Oxide,0.348,2.5
Vishay_Siliconix,Metal_Oxide,0.99,2.5
Vishay_Siliconix,Metal_Oxide,?,2.5
Fairchild_Semiconductor,Metal_Oxide,0.38668,1
Fairchild_Semiconductor,Metal_Oxide,1,1
Fairchild_Semiconductor,Metal_Oxide,?,1
Vishay_Siliconix,Metal_Oxide,1,2.5
Fairchild_Semiconductor,Metal_Oxide,0.3509,2.5
Fairchild_Semiconductor,Metal_Oxide,1,2.5
Fairchild_Semiconductor,Metal_Oxide,?,2.5
Infineon_Technologies,Metal_Oxide,1,11
NXP_Semiconductors,Metal_Oxide,1.00741,230
NXP_Semiconductors,Metal_Oxide,2.03,230
NXP_Semiconductors,Metal_Oxide,?,230
International_Rectifier,Metal_Oxide,0.27387,3.4
International_Rectifier,Metal_Oxide,1.01,3.4
International_Rectifier,Metal_Oxide,?,3.4
NXP_Semiconductors,Metal_Oxide,0.39152,59.4
NXP_Semiconductors,Metal_Oxide,1.01,59.4
NXP_Semiconductors,Metal_Oxide,?,59.4
NXP_Semiconductors,Metal_Oxide,1.0123,204
NXP_Semiconductors,Metal_Oxide,1.0123,204
NXP_Semiconductors,Metal_Oxide,2.04,204
NXP_Semiconductors,Metal_Oxide,?,204
Rohm_Semiconductor,Metal_Oxide,0.39522,2
Rohm_Semiconductor,Metal_Oxide,1.02,2
Rohm_Semiconductor,Metal_Oxide,?,2
STMicroelectronics,Metal_Oxide,1.03,2.7
STMicroelectronics,Metal_Oxide,2.35,2.7
STMicroelectronics,Metal_Oxide,?,2.7
Alpha___Omega_Semiconductor_Inc,Metal_Oxide,0.3976,4.2
Alpha___Omega_Semiconductor_Inc,Metal_Oxide,1.03,4.2
Alpha___Omega_Semiconductor_Inc,Metal_Oxide,?,4.2
STMicroelectronics,Metal_Oxide,1.03,110
STMicroelectronics,Metal_Oxide,2.35,110
STMicroelectronics,Metal_Oxide,?,110
Rohm_Semiconductor,Metal_Oxide,0.3976,3
Rohm_Semiconductor,Metal_Oxide,1.03,3
Rohm_Semiconductor,Metal_Oxide,?,3
Infineon_Technologies,Metal_Oxide,0.39928,28.4
Infineon_Technologies,Metal_Oxide,1.03,28.4
Infineon_Technologies,Metal_Oxide,?,28.4
NXP_Semiconductors,Metal_Oxide,1.04,85
Rohm_Semiconductor,Metal_Oxide,0.40572,2
Rohm_Semiconductor,Metal_Oxide,1.05,2
Rohm_Semiconductor,Metal_Oxide,?,2
STMicroelectronics,Metal_Oxide,1.05,70
STMicroelectronics,Metal_Oxide,2.41,70
STMicroelectronics,Metal_Oxide,?,70
Infineon_Technologies,Metal_Oxide,0.40656,40
Infineon_Technologies,Metal_Oxide,1.05,40
Infineon_Technologies,Metal_Oxide,?,40
STMicroelectronics,Metal_Oxide,1.05,150
STMicroelectronics,Metal_Oxide,2.24,150
STMicroelectronics,Metal_Oxide,?,150
STMicroelectronics,Metal_Oxide,1.05125,125
STMicroelectronics,Metal_Oxide,2.31,125
STMicroelectronics,Metal_Oxide,?,125
Infineon_Technologies,Metal_Oxide,1.05444,188
Infineon_Technologies,Metal_Oxide,2.32,188
Infineon_Technologies,Metal_Oxide,?,188
